Open,High,Low,Close
1251.87,1255.54,1246.21,1252.24
1251.47,1262.6,1246.76,1262.3
1264.2,1265.92,1257.15,1262.74
1265.71,1269.85,1263.16,1268.31
1276.35,1276.6,1265.83,1266.03
1272.69,1272.87,1266.35,1272.87
1273.5,1273.71,1269.82,1272.06
1270.86,1279.03,1265.68,1278.44
1276.14,1281.45,1271.96,1279.34
1280.79,1282.08,1266.78,1268.71
1271.35,1277.42,1263.93,1273.26
1270.25,1272.6,1261.4,1271.32
1267.59,1267.59,1256.04,1259.07
1261.45,1265.03,1258.62,1263.22
1263.06,1266.2,1259.9,1263.89
1264.02,1267.33,1254.81,1263.73
1264.97,1270.57,1261.48,1268.75
1270.66,1276.8,1268.77,1270.6
1256.69,1256.84,1234.45,1242.6
1251.77,1262.01,1249.5,1261.71
1264.44,1281.84,1263.75,1281.33
1281.76,1287.6,1279.49,1282.1
1288.86,1289.55,1279.93,1281.64
1279.72,1281.52,1273.9,1278.61
1286.72,1291.46,1285.04,1288.37
1289.71,1296.16,1286.51,1294.03
1294.94,1297.32,1287.17,1288.65
1288.87,1289.86,1282.78,1286.59
1280.66,1287.06,1280.66,1281.53
1289.29,1291.4,1284.43,1290.61
1294.54,1304.71,1291.91,1299.69
1297.87,1301.45,1295.05,1296.75
1298.55,1303.83,1296.64,1299.22
1309.94,1311.04,1298.84,1302.21
1309.2,1314.62,1307.11,1313.23
1316.26,1320.5,1308.47,1311.66
1306.67,1314.35,1304.7,1313.59
1317.42,1319.04,1310.61,1318.74
1321.5,1328.74,1320.36,1327.18
1322.58,1323.36,1310.74,1316.7
1314.99,1319.89,1312.82,1316.93
1317.63,1319.56,1313.51,1314.49
1318.99,1321.52,1315.01,1317.37
1315.49,1328.7,1314.45,1327.68
1334.42,1337.11,1330.13,1331.1
1331.79,1333.46,1322.17,1323.27
1322.49,1328.49,1320.81,1321.4
1323.14,1326.29,1318.21,1320.33
1321.02,1330.62,1320.28,1330.14
1333.45,1337.11,1331.58,1333.71
1334.11,1335.01,1328.11,1332.76
1328.47,1328.71,1320.61,1325.47
1321.96,1331.54,1321.66,1326.53
1332.5,1333.92,1318.58,1321.37
1325.86,1337.83,1323.38,1334.13
1337.56,1337.85,1329.1,1333.34
1334.78,1341.88,1327.34,1341.04
1327.97,1333.89,1322.25,1328.73
1327.46,1330.23,1315.89,1324.15
1324.12,1329.1,1306.7,1311.71
1319.96,1322.05,1297.73,1301.17
1298.47,1301.06,1289.68,1294.77
1298.9,1305.96,1291.11,1296.27
1296.74,1305.25,1292.9,1298.99
1299.09,1311.02,1298.34,1306.3
1310.21,1316.77,1304.85,1312.34
1313.19,1323.38,1310.81,1320.7
1320.71,1322.0,1306.05,1309.6
1300.43,1314.38,1295.57,1314.06
1314.8,1317.71,1312.27,1315.33
1319.58,1321.07,1311.08,1317.5
1312.66,1316.08,1299.28,1300.77
1298.3,1312.62,1294.73,1301.74
1305.29,1311.51,1298.86,1307.83
1317.12,1317.72,1309.62,1316.49
1325.48,1334.51,1322.82,1333.62
1338.48,1339.18,1333.36,1336.35
1320.71,1334.05,1318.98,1333.11
1334.57,1343.22,1334.57,1341.51
1343.32,1345.45,1335.31,1336.48
1339.63,1340.06,1331.61,1333.11
1333.47,1335.16,1327.33,1331.15
1335.47,1336.27,1329.28,1332.5
1334.52,1335.61,1330.59,1333.12
1334.85,1342.77,1332.18,1342.28
1346.23,1348.24,1338.01,1342.01
1336.4,1341.48,1331.91,1337.08
1344.3,1344.4,1324.55,1328.23
1331.81,1337.97,1330.76,1334.64
1337.74,1338.73,1335.64,1336.34
1334.25,1334.7,1325.65,1328.03
1318.93,1318.93,1306.25,1307.11
1310.9,1321.56,1310.65,1318.51
1323.87,1334.77,1313.78,1330.83
1331.91,1336.85,1316.64,1323.15
1317.68,1317.68,1306.1,1315.23
1321.44,1327.58,1318.58,1323.68
1323.49,1329.48,1322.55,1327.76
1321.34,1325.03,1315.15,1316.45
1316.91,1320.55,1312.77,1317.83
1312.82,1313.47,1303.78,1307.94
1323.83,1323.83,1309.43,1311.04
1307.95,1308.2,1293.99,1294.89
1289.84,1292.57,1281.5,1291.44
1288.38,1289.96,1281.62,1288.93
1288.2,1295.38,1286.0,1290.36
1289.55,1289.6,1281.42,1284.05
1284.87,1291.7,1281.91,1287.25
1282.47,1288.63,1280.96,1287.57
1292.94,1306.35,1292.54,1302.94
1298.33,1303.55,1293.54,1300.94
1295.63,1302.32,1292.08,1299.87
1303.18,1310.42,1300.46,1309.5
1310.9,1314.52,1299.88,1304.57
1303.95,1309.54,1299.74,1307.56
1316.78,1328.43,1315.69,1325.25
1329.41,1330.28,1325.39,1325.68
1332.17,1332.17,1315.39,1315.89
1316.41,1318.5,1311.07,1318.11
1315.31,1318.61,1312.46,1314.57
1320.31,1333.73,1317.2,1332.4
1336.16,1345.6,1334.57,1343.67
1351.17,1356.04,1345.93,1351.04
